date,description,url,featured
2021-01-05,"Rest of the country joins London in a third National Lockdown, Covid-19 alert level raised to maximum of five. TfL affirms advice to not travel unless there is a “reasonable excuse”, 10% of TfL staff are self-isolating.",https://tfl.gov.uk/info-for/media/press-releases/2021/january/tfl-issues-travel-advice-to-customers-during-national-lockdown,0
2021-01-08,"Mayor of London declares a Major Incident, with the Office of National Statistics estimating that one in 30 Londoners have Covid-19",https://www.bbc.co.uk/news/uk-england-london-55588163,0
2021-01-27,TfL publishes new Cycle Count data showing that cycling increased by 7% in inner London and 22% in outer London.,https://tfl.gov.uk/info-for/media/press-releases/2021/january/outer-london-sees-22-per-cent-rise-in-cycling-as-new-data-further-highlights-vital-role-of-active-travel,0
2021-02-15,"The Government’s hotel quarantine program begins, with new arrivals from red-list countries required to pay for their mandatory 10 stay.",https://www.bbc.co.uk/news/uk-56064759,0
2021-02-18,Imperial College London’s Reach study finds that COVID-19 infections have dropped by 80% in London since the beginning of the third lockdown.,https://www.bbc.co.uk/news/health-56098313,0
2021-02-25,Government lowers COVID-19 alert level from the maximum of five to four.,https://www.bbc.com/news/uk-56200738,0
2021-03-08,"Schools and Colleges reopen, TfL provides extra buses and urges students to walk or cycle to school.",https://tfl.gov.uk/info-for/media/press-releases/2021/march/tfl-urges-walking-and-cycling-to-school-to-help-children-safely-return-to-the-classroom,0
2021-03-29,"Stay at home order ends, two households are able to mix outdoors, sport facilities reopen. TfL continues to recommend people limit travel.",https://www.bbc.com/news/uk-56559173,0
2021-04-12,"Non-essential retail, outdoor hospitality and some indoor activities reopen, TfL advises people to travel in off-peak times while it continues to maintain service cleanliness",https://tfl.gov.uk/info-for/media/press-releases/2021/april/travel-information-for-customers-as-restrictions-are-eased,0
2021-04-18,"Wembley Stadium hosts the FA Cup semi-final with 4,000 spectators, a pilot of a government program for safely holding large events.",https://www.bbc.co.uk/sport/56774003,0
2021-05-10,Government lowers COVID-19 alert level from four to three.,https://www.bbc.com/news/health-57055340,0
2021-05-17,"Restrictions are further eased, with all indoor hospitality allowed to reopen. TfL revises capacity limits on buses, doubling the amount of people they can hold as it continues to run a full service.",https://tfl.gov.uk/info-for/media/press-releases/2021/may/as-govt-restrictions-ease-further-tfl-is-ready-to-welcome-back-those-returning-to-london,0
2021-05-18,TfL chooses three companies to provide rental e-scooters for a trial in several boroughs from 7 June.,https://tfl.gov.uk/info-for/media/press-releases/2021/may/tfl-and-london-councils-announce-london-s-e-scooter-trial-will-begin-in-june,0
